
# Tracedb_12706 BEGIN
# db8xxHeader BEGIN
# Tracedb_Logowanie - Begin
0.0        operator.login                                                 STRING[8]  # set by PLC
214.0      Nadelpruefung.Status.OperationActive                           BOOL       # 0 - Not Active, 1 - Switched ON
214.1      Nadelpruefung.Status.res1_b1                                   BOOL       # reserve
214.2      Nadelpruefung.Status.res1_b2                                   BOOL       # reserve
214.3      Nadelpruefung.Status.res1_b3                                   BOOL       # reserve
214.4      Nadelpruefung.Status.res1_b4                                   BOOL       # reserve
214.5      Nadelpruefung.Status.res1_b5                                   BOOL       # reserve
214.6      Nadelpruefung.Status.res1_b6                                   BOOL       # reserve
214.7      Nadelpruefung.Status.res1_b7                                   BOOL       # reserve
215.0      Nadelpruefung.Status.DatabaseSave                              BOOL       # TODO: check if it's used?
215.1      Nadelpruefung.Status.res2_b1                                   BOOL       # reserve
215.2      Nadelpruefung.Status.res2_b2                                   BOOL       # reserve
215.3      Nadelpruefung.Status.res2_b3                                   BOOL       # reserve
215.4      Nadelpruefung.Status.res2_b4                                   BOOL       # reserve
215.5      Nadelpruefung.Status.res2_b5                                   BOOL       # reserve
215.6      Nadelpruefung.Status.res2_b6                                   BOOL       # reserve
215.7      Nadelpruefung.Status.res2_b7                                   BOOL       # reserve
216.0      Nadelpruefung.Status.res_i1                                    INT        # reserve
218.0      Nadelpruefung.Status.date_time                                 DATETIME   # date and time
226.0      Nadelpruefung.Status.result                                    INT        # 1 - OK 2 - NOK
228.0      Nadelpruefung.Status.res_i2                                    INT        # reserve
# # Tracedb_Status_lokalny - END - size of 20 bytes.   
# Nadelpruefung END - size of 26 bytes
# Mutternabfrage Begin                                                   # DB9.DBX3.7; FB310
230.0      Mutternabfrage.done                                            INT        # 0 - NO, 1 - YES
232.0      Mutternabfrage.res_r1                                          REAL       # reserve # DB8.DBX656.5
# # Tracedb_Status_lokalny - Begin
236.0      Mutternabfrage.Status.res_r1                                   REAL       # reserve
240.0      Mutternabfrage.Status.OperationActive                          BOOL       # 0 - Not Active, 1 - Switched ON
240.1      Mutternabfrage.Status.res1_b1                                  BOOL       # reserve
240.2      Mutternabfrage.Status.res1_b2                                  BOOL       # reserve
240.3      Mutternabfrage.Status.res1_b3                                  BOOL       # reserve
240.4      Mutternabfrage.Status.res1_b4                                  BOOL       # reserve
240.5      Mutternabfrage.Status.res1_b5                                  BOOL       # reserve
240.6      Mutternabfrage.Status.res1_b6                                  BOOL       # reserve
240.7      Mutternabfrage.Status.res1_b7                                  BOOL       # reserve
241.0      Mutternabfrage.Status.DatabaseSave                             BOOL       # TODO: check if it's used?
241.1      Mutternabfrage.Status.res2_b1                                  BOOL       # reserve
241.2      Mutternabfrage.Status.res2_b2                                  BOOL       # reserve
241.3      Mutternabfrage.Status.res2_b3                                  BOOL       # reserve
241.4      Mutternabfrage.Status.res2_b4                                  BOOL       # reserve
241.5      Mutternabfrage.Status.res2_b5                                  BOOL       # reserve
241.6      Mutternabfrage.Status.res2_b6                                  BOOL       # reserve
241.7      Mutternabfrage.Status.res2_b7                                  BOOL       # reserve
242.0      Mutternabfrage.Status.res_i1                                   INT        # reserve
244.0      Mutternabfrage.Status.date_time                                DATETIME   # date and time
252.0      Mutternabfrage.Status.result                                   INT        # 1 - OK 2 - NOK
254.0      Mutternabfrage.Status.res_i2                                   INT        # reserve
# # Tracedb_Status_lokalny - END - size of 20 bytes.   
# Mutternabfrage END - size of 26 bytes
# Kreismarkierer Begin                                                   # DB9.DBX3.4; FB312; Znakowanie
256.0      Kreismarkierer.done                                            INT        # 0 - NO, 1 - YES
258.0      Kreismarkierer.servomotor_number                               INT        # numer silownika # DB8.DBW658
260.0      Kreismarkierer.marking_time                                    REAL       # czas znakowania
264.0      Kreismarkierer.res_r1                                          REAL       # reserve # DB8.DBX656.3
# # Tracedb_Status_lokalny - Begin
268.0      Kreismarkierer.Status.res_r1                                   REAL       # reserve
272.0      Kreismarkierer.Status.OperationActive                          BOOL       # 0 - Not Active, 1 - Switched ON
272.1      Kreismarkierer.Status.res1_b1                                  BOOL       # reserve
272.2      Kreismarkierer.Status.res1_b2                                  BOOL       # reserve
272.3      Kreismarkierer.Status.res1_b3                                  BOOL       # reserve
272.4      Kreismarkierer.Status.res1_b4                                  BOOL       # reserve
272.5      Kreismarkierer.Status.res1_b5                                  BOOL       # reserve
272.6      Kreismarkierer.Status.res1_b6                                  BOOL       # reserve
272.7      Kreismarkierer.Status.res1_b7                                  BOOL       # reserve
273.0      Kreismarkierer.Status.DatabaseSave                             BOOL       # TODO: check if it's used?
273.1      Kreismarkierer.Status.res2_b1                                  BOOL       # reserve
273.2      Kreismarkierer.Status.res2_b2                                  BOOL       # reserve
273.3      Kreismarkierer.Status.res2_b3                                  BOOL       # reserve
273.4      Kreismarkierer.Status.res2_b4                                  BOOL       # reserve
273.5      Kreismarkierer.Status.res2_b5                                  BOOL       # reserve
273.6      Kreismarkierer.Status.res2_b6                                  BOOL       # reserve
273.7      Kreismarkierer.Status.res2_b7                                  BOOL       # reserve
274.0      Kreismarkierer.Status.res_i1                                   INT        # reserve
276.0      Kreismarkierer.Status.date_time                                DATETIME   # date and time
284.0      Kreismarkierer.Status.result                                   INT        # 1 - OK 2 - NOK
286.0      Kreismarkierer.Status.res_i2                                   INT        # reserve
# # Tracedb_Status_lokalny - END - size of 20 bytes.   
# Kreismarkierer END - size of 32 bytes
# Durchflusspruefung Begin                                               # DB8.DBX656.7; Durchflusspruefung - Tego chyba nie ma na tej stacji
288.0      Durchflusspruefung.done                                        INT        # 0 - NO, 1 - YES
290.0      Durchflusspruefung.res_r1                                      REAL       # reserve
# # Tracedb_Status_lokalny - Begin
294.0      Durchflusspruefung.Status.res_r1                               REAL       # reserve
298.0      Durchflusspruefung.Status.OperationActive                      BOOL       # 0 - Not Active, 1 - Switched ON
298.1      Durchflusspruefung.Status.res1_b1                              BOOL       # reserve
298.2      Durchflusspruefung.Status.res1_b2                              BOOL       # reserve
298.3      Durchflusspruefung.Status.res1_b3                              BOOL       # reserve
298.4      Durchflusspruefung.Status.res1_b4                              BOOL       # reserve
298.5      Durchflusspruefung.Status.res1_b5                              BOOL       # reserve
298.6      Durchflusspruefung.Status.res1_b6                              BOOL       # reserve
298.7      Durchflusspruefung.Status.res1_b7                              BOOL       # reserve
299.0      Durchflusspruefung.Status.DatabaseSave                         BOOL       # TODO: check if it's used?
299.1      Durchflusspruefung.Status.res2_b1                              BOOL       # reserve
299.2      Durchflusspruefung.Status.res2_b2                              BOOL       # reserve
299.3      Durchflusspruefung.Status.res2_b3                              BOOL       # reserve
299.4      Durchflusspruefung.Status.res2_b4                              BOOL       # reserve
299.5      Durchflusspruefung.Status.res2_b5                              BOOL       # reserve
299.6      Durchflusspruefung.Status.res2_b6                              BOOL       # reserve
299.7      Durchflusspruefung.Status.res2_b7                              BOOL       # reserve
300.0      Durchflusspruefung.Status.res_i1                               INT        # reserve
302.0      Durchflusspruefung.Status.date_time                            DATETIME   # date and time
310.0      Durchflusspruefung.Status.result                               INT        # 1 - OK 2 - NOK
312.0      Durchflusspruefung.Status.res_i2                               INT        # reserve
# # Tracedb_Status_lokalny - END - size of 20 bytes.   
# Durchflusspruefung END - size of 26 bytes
# DrucksensorNachPruefling Begin                                         # DB8.DBX656.4; Drucksensor nach Pruefling
314.0      DrucksensorNachPruefling.done                                  INT        # 0 - NO, 1 - YES
316.0      DrucksensorNachPruefling.res_r1                                REAL       # reserve # DB8.DBX656.5
# # Tracedb_Status_lokalny - Begin
320.0      DrucksensorNachPruefling.Status.res_r1                         REAL       # reserve
324.0      DrucksensorNachPruefling.Status.OperationActive                BOOL       # 0 - Not Active, 1 - Switched ON
324.1      DrucksensorNachPruefling.Status.res1_b1                        BOOL       # reserve
324.2      DrucksensorNachPruefling.Status.res1_b2                        BOOL       # reserve
324.3      DrucksensorNachPruefling.Status.res1_b3                        BOOL       # reserve
324.4      DrucksensorNachPruefling.Status.res1_b4                        BOOL       # reserve
324.5      DrucksensorNachPruefling.Status.res1_b5                        BOOL       # reserve
324.6      DrucksensorNachPruefling.Status.res1_b6                        BOOL       # reserve
324.7      DrucksensorNachPruefling.Status.res1_b7                        BOOL       # reserve
325.0      DrucksensorNachPruefling.Status.DatabaseSave                   BOOL       # TODO: check if it's used?
325.1      DrucksensorNachPruefling.Status.res2_b1                        BOOL       # reserve
325.2      DrucksensorNachPruefling.Status.res2_b2                        BOOL       # reserve
325.3      DrucksensorNachPruefling.Status.res2_b3                        BOOL       # reserve
325.4      DrucksensorNachPruefling.Status.res2_b4                        BOOL       # reserve
325.5      DrucksensorNachPruefling.Status.res2_b5                        BOOL       # reserve
325.6      DrucksensorNachPruefling.Status.res2_b6                        BOOL       # reserve
325.7      DrucksensorNachPruefling.Status.res2_b7                        BOOL       # reserve
326.0      DrucksensorNachPruefling.Status.res_i1                         INT        # reserve
328.0      DrucksensorNachPruefling.Status.date_time                      DATETIME   # date and time
336.0      DrucksensorNachPruefling.Status.result                         INT        # 1 - OK 2 - NOK
338.0      DrucksensorNachPruefling.Status.res_i2                         INT        # reserve
# # Tracedb_Status_lokalny - END - size of 20 bytes.   
# DrucksensorNachPruefling END - size of 26 bytes
# PresetParams Begin                                         # Parametry z nastaw
340.0      PresetParams.P_He_vor_PT_REAL                                  REAL       # DB475.DBD8; [bar] HMI_IW.Kammer1.P_He_vor_PT_REAL
344.0      PresetParams.P_He_Versorgung_REAL                              REAL       # DB475.DBD448; [bar] HMI_IW.Anlage.P_He_Versorgung_REAL
348.0      PresetParams.P_Vac_PT_REAL                                     REAL       # DB475.DBD20; [mbar] HMI_IW.Kammer1.P_Vac_PT_REAL
352.0      PresetParams.P_He_nach_PT_REAL                                 REAL       # DB475.DBD14; [bar] HMI_IW.Kammer1.P_He_nach_PT_REAL
356.0      PresetParams.Leckrate                                          REAL       # DB9.DBD10; [mbar l/s] Pruef-Erg.Glocke.Kammer1.Leckrate
360.0      PresetParams.P_Glocke_REAL                                     REAL       # DB475.DBD2; [mbar] HMI_IW.Kammer1.P_Glocke_REAL
364.0      PresetParams.Roh_Mittel_Mul_Faktor                             REAL       # DB20.DBD608; [mbar l/s] INFICON-DB.Leckratenscalierung .Roh_Mittel_Mul_Faktor
368.0      PresetParams.res_r1                                            REAL       # reserve
372.0      PresetParams.res_r2                                            REAL       # reserve
376.0      PresetParams.res_r3                                            REAL       # reserve
380.0      PresetParams.res_r4                                            REAL       # reserve
# # Tracedb_Status_lokalny - Begin
384.0      SchemaParams.Status.res_r1                                     REAL       # reserve
388.0      SchemaParams.Status.OperationActive                            BOOL       # 0 - Not Active, 1 - Switched ON
388.1      SchemaParams.Status.res1_b1                                    BOOL       # reserve
388.2      SchemaParams.Status.res1_b2                                    BOOL       # reserve
388.3      SchemaParams.Status.res1_b3                                    BOOL       # reserve
388.4      SchemaParams.Status.res1_b4                                    BOOL       # reserve
388.5      SchemaParams.Status.res1_b5                                    BOOL       # reserve
388.6      SchemaParams.Status.res1_b6                                    BOOL       # reserve
388.7      SchemaParams.Status.res1_b7                                    BOOL       # reserve
389.0      SchemaParams.Status.DatabaseSave                               BOOL       # TODO: check if it's used?
389.1      SchemaParams.Status.res2_b1                                    BOOL       # reserve
389.2      SchemaParams.Status.res2_b2                                    BOOL       # reserve
389.3      SchemaParams.Status.res2_b3                                    BOOL       # reserve
389.4      SchemaParams.Status.res2_b4                                    BOOL       # reserve
389.5      SchemaParams.Status.res2_b5                                    BOOL       # reserve
389.6      SchemaParams.Status.res2_b6                                    BOOL       # reserve
389.7      SchemaParams.Status.res2_b7                                    BOOL       # reserve
390.0      SchemaParams.Status.res_i1                                     INT        # reserve
392.0      SchemaParams.Status.date_time                                  DATETIME   # date and time
400.0      SchemaParams.Status.result                                     INT        # 1 - OK 2 - NOK
402.0      SchemaParams.Status.res_i2                                     INT        # reserve
# # Tracedb_Status_lokalny - END - size of 20 bytes.   
# SchemaParams END - size of 64 bytes
# PresetParams Begin                                         # Parametry z nastaw
404.0      PresetParams.GloVacGrob_Soll                                   REAL       # DB8.DBD4; [bar] Glockenvakuum GROB
408.0      PresetParams.GloVacFein_Soll                                   REAL       # DB8.DBD16; [bar] Glockenvakuum FEIN
412.0      PresetParams.GloVacGrob                                        REAL       # DB8.DBD160; [s] Ueberwachungszeit Glockenvakuum GROB
416.0      PresetParams.GloVacFein                                        REAL       # DB8.DBD164; [s] Ueberwachungszeit Glockenvakuum FEIN
420.0      PresetParams.PtVac_Atmos_Soll_1                                REAL       # DB8.DBD28; [mbar] Pruefteil-Vakkum ATMOSPHAERE
424.0      PresetParams.PtVac_He_Soll_1                                   REAL       # DB8.DBD56; [mbar] Pruefteil-Vakkum HELIUM
428.0      PresetParams.PT_evakuieren_Atmos                               REAL       # DB8.DBD172; [s] Ueberwachungszeit Pruefteil evakuieren ATMOSPHAERE
432.0      PresetParams.PT_evakuieren_Helium                              REAL       # DB8.DBD176; [s] Ueberwachungszeit Pruefteil evakuieren HELIUM
436.0      PresetParams.PT_fluten_1                                       REAL       # DB8.DBD180; [s] Pruefteil mit Atmosphaere fluten
440.0      PresetParams.Helium_Min_1                                      REAL       # DB8.DBD44; [bar] Helium -Fuelldruck MIN
444.0      PresetParams.Helium_Soll_1                                     REAL       # DB8.DBD40; [bar] Helium -Fuelldruck SOLL
448.0      PresetParams.HeliumFuellen                                     REAL       # DB8.DBD184; [s] Ueberwachungszeit Pruefteil mit Helium fuellen
452.0      PresetParams.Helium_entspannen_HD                              REAL       # DB8.DBD168; [s] Ueberwachungszeit Helium entspannen
456.0      PresetParams.FrgHeliumEvakuieren                               REAL       # DB8.DBD48; [bar] Freigabe Pruefteil evakuieren ab
460.0      PresetParams.res_r1                                            REAL       # reserve
464.0      PresetParams.res_r2                                            REAL       # reserve
468.0      PresetParams.res_r3                                            REAL       # reserve
472.0      PresetParams.res_r4                                            REAL       # reserve
476.0      PresetParams.Prueffreigabe                                     INT        # DB8.DBW480; 1-Tylko komora 1, 2-Tylko komora 2, 3-Obie komory
478.0      PresetParams.Doppel_WT                                         INT        # DB8.DBX656.1; Doppel-WT; 0-NIE; 1-TAK
480.0      PresetParams.res_r1                                            REAL       # reserve
484.0      PresetParams.res_r2                                            REAL       # reserve
# # Tracedb_Status_lokalny - Begin
488.0      PresetParams.Status.res_r1                                     REAL       # reserve
492.0      PresetParams.Status.OperationActive                            BOOL       # 0 - Not Active, 1 - Switched ON
492.1      PresetParams.Status.res1_b1                                    BOOL       # reserve
492.2      PresetParams.Status.res1_b2                                    BOOL       # reserve
492.3      PresetParams.Status.res1_b3                                    BOOL       # reserve
492.4      PresetParams.Status.res1_b4                                    BOOL       # reserve
492.5      PresetParams.Status.res1_b5                                    BOOL       # reserve
492.6      PresetParams.Status.res1_b6                                    BOOL       # reserve
492.7      PresetParams.Status.res1_b7                                    BOOL       # reserve
493.0      PresetParams.Status.DatabaseSave                               BOOL       # TODO: check if it's used?
493.1      PresetParams.Status.res2_b1                                    BOOL       # reserve
493.2      PresetParams.Status.res2_b2                                    BOOL       # reserve
493.3      PresetParams.Status.res2_b3                                    BOOL       # reserve
493.4      PresetParams.Status.res2_b4                                    BOOL       # reserve
493.5      PresetParams.Status.res2_b5                                    BOOL       # reserve
493.6      PresetParams.Status.res2_b6                                    BOOL       # reserve
493.7      PresetParams.Status.res2_b7                                    BOOL       # reserve
494.0      PresetParams.Status.res_i1                                     INT        # reserve
496.0      PresetParams.Status.date_time                                  DATETIME   # date and time
504.0      PresetParams.Status.result                                     INT        # 1 - OK 2 - NOK
506.0      PresetParams.Status.res_i2                                     INT        # reserve
# # Tracedb_Status_lokalny - END - size of 20 bytes.   
# PresetParams END - size of 104 bytes
# UeberwachGroblBeGlocEvak Begin                                         # DB9.DBX3.2; FB310; Ueberwachung Grobleck beim Glocke ev akuieren
508.0      UeberwachGroblBeGlocEvak.done                                  INT        # 0 - NO, 1 - YES
510.0      UeberwachGroblBeGlocEvak.res_r1                                REAL       # reserve
# # Tracedb_Status_lokalny - Begin
514.0      UeberwachGroblBeGlocEvak.Status.res_r1                         REAL       # reserve
518.0      UeberwachGroblBeGlocEvak.Status.OperationActive                BOOL       # 0 - Not Active, 1 - Switched ON
518.1      UeberwachGroblBeGlocEvak.Status.res1_b1                        BOOL       # reserve
518.2      UeberwachGroblBeGlocEvak.Status.res1_b2                        BOOL       # reserve
518.3      UeberwachGroblBeGlocEvak.Status.res1_b3                        BOOL       # reserve
518.4      UeberwachGroblBeGlocEvak.Status.res1_b4                        BOOL       # reserve
518.5      UeberwachGroblBeGlocEvak.Status.res1_b5                        BOOL       # reserve
518.6      UeberwachGroblBeGlocEvak.Status.res1_b6                        BOOL       # reserve
518.7      UeberwachGroblBeGlocEvak.Status.res1_b7                        BOOL       # reserve
519.0      UeberwachGroblBeGlocEvak.Status.DatabaseSave                   BOOL       # TODO: check if it's used?
519.1      UeberwachGroblBeGlocEvak.Status.res2_b1                        BOOL       # reserve
519.2      UeberwachGroblBeGlocEvak.Status.res2_b2                        BOOL       # reserve
519.3      UeberwachGroblBeGlocEvak.Status.res2_b3                        BOOL       # reserve
519.4      UeberwachGroblBeGlocEvak.Status.res2_b4                        BOOL       # reserve
519.5      UeberwachGroblBeGlocEvak.Status.res2_b5                        BOOL       # reserve
519.6      UeberwachGroblBeGlocEvak.Status.res2_b6                        BOOL       # reserve
519.7      UeberwachGroblBeGlocEvak.Status.res2_b7                        BOOL       # reserve
520.0      UeberwachGroblBeGlocEvak.Status.res_i1                         INT        # reserve
522.0      UeberwachGroblBeGlocEvak.Status.date_time                      DATETIME   # date and time
530.0      UeberwachGroblBeGlocEvak.Status.result                         INT        # 1 - OK 2 - NOK
532.0      UeberwachGroblBeGlocEvak.Status.res_i2                         INT        # reserve
# # Tracedb_Status_lokalny - END - size of 20 bytes.   
# UeberwachGroblBeGlocEvak END - size of 26 bytes
# UeberwachGroblBeHeliumfu Begin                                         # DB9.DBX3.3; FB310; Ueberwachung Grobleck beim Heliumfuel len
534.0      UeberwachGroblBeHeliumfu.done                                  INT        # 0 - NO, 1 - YES
536.0      UeberwachGroblBeHeliumfu.res_r1                                REAL       # reserve # DB8.DBX656.5
# # Tracedb_Status_lokalny - Begin
540.0      UeberwachGroblBeHeliumfu.Status.res_r1                         REAL       # reserve
544.0      UeberwachGroblBeHeliumfu.Status.OperationActive                BOOL       # 0 - Not Active, 1 - Switched ON
544.1      UeberwachGroblBeHeliumfu.Status.res1_b1                        BOOL       # reserve
544.2      UeberwachGroblBeHeliumfu.Status.res1_b2                        BOOL       # reserve
544.3      UeberwachGroblBeHeliumfu.Status.res1_b3                        BOOL       # reserve
544.4      UeberwachGroblBeHeliumfu.Status.res1_b4                        BOOL       # reserve
544.5      UeberwachGroblBeHeliumfu.Status.res1_b5                        BOOL       # reserve
544.6      UeberwachGroblBeHeliumfu.Status.res1_b6                        BOOL       # reserve
544.7      UeberwachGroblBeHeliumfu.Status.res1_b7                        BOOL       # reserve
545.0      UeberwachGroblBeHeliumfu.Status.DatabaseSave                   BOOL       # TODO: check if it's used?
545.1      UeberwachGroblBeHeliumfu.Status.res2_b1                        BOOL       # reserve
545.2      UeberwachGroblBeHeliumfu.Status.res2_b2                        BOOL       # reserve
545.3      UeberwachGroblBeHeliumfu.Status.res2_b3                        BOOL       # reserve
545.4      UeberwachGroblBeHeliumfu.Status.res2_b4                        BOOL       # reserve
545.5      UeberwachGroblBeHeliumfu.Status.res2_b5                        BOOL       # reserve
545.6      UeberwachGroblBeHeliumfu.Status.res2_b6                        BOOL       # reserve
545.7      UeberwachGroblBeHeliumfu.Status.res2_b7                        BOOL       # reserve
546.0      UeberwachGroblBeHeliumfu.Status.res_i1                         INT        # reserve
548.0      UeberwachGroblBeHeliumfu.Status.date_time                      DATETIME   # date and time
556.0      UeberwachGroblBeHeliumfu.Status.result                         INT        # 1 - OK 2 - NOK
558.0      UeberwachGroblBeHeliumfu.Status.res_i2                         INT        # reserve
# # Tracedb_Status_lokalny - END - size of 20 bytes.   
# UeberwachGroblBeHeliumfu END - size of 26 bytes
# Leckrate Begin                                                         # DB9.DBX1.1; FB310; Wyciek
560.0      Leckrate.leak_result                                           REAL       # DB9.DBD10; [mbar l/s]
